310,-11.5,-0.5
310,-11.25,-0.36
310,-11.0,-0.23
310,-10.75,-0.1
310,-10.5,0.02
310,-10.25,0.13
310,-10.0,0.24
310,-9.75,0.35
310,-9.5,0.46
310,-9.25,0.56
310,-9.0,0.66
310,-8.75,0.76
310,-8.5,0.85
310,-8.25,0.95
310,-8.0,1.03
310,-6.0,1.67
310,-4.0,2.17
310,-2.0,2.58
310,0.0,2.89
310,2.0,3.12
310,4.0,3.27
310,6.0,3.36
310,8.0,3.39
310,10.0,3.37
310,12.0,3.3
300,12.0,2.36
300,10.0,2.54
300,8.0,2.67
300,6.0,2.75
300,4.0,2.77
300,2.0,2.73
300,0.0,2.61
300,-2.0,2.42
300,-4.0,2.12
300,-6.0,1.73
300,-8.0,1.22
300,-8.25,1.15
300,-8.5,1.07
300,-8.75,0.99
300,-9.0,0.91
300,-9.25,0.83
300,-9.5,0.75
300,-9.75,0.65
300,-10.0,0.56
300,-10.25,0.46
300,-10.5,0.36
300,-10.75,0.27
300,-11.0,0.15
300,-11.25,0.04
300,-11.5,-0.09
298,-11.5,-0.05
298,-11.25,0.08
298,-11.0,0.19
298,-10.75,0.3
298,-10.5,0.39
298,-10.25,0.49
298,-10.0,0.58
298,-9.75,0.68
298,-9.5,0.77
298,-9.25,0.85
298,-9.0,0.92
298,-8.75,1.0
298,-8.5,1.08
298,-8.25,1.16
298,-8.0,1.22
298,-6.0,1.72
298,-4.0,2.09
298,-2.0,2.36
298,0.0,2.53
298,2.0,2.63
298,4.0,2.65
298,6.0,2.61
298,8.0,2.51
298,10.0,2.35
298,12.0,2.15
290,12.0,1.49
290,10.0,1.79
290,8.0,2.03
290,6.0,2.23
290,4.0,2.36
290,2.0,2.43
290,0.0,2.41
290,-2.0,2.31
290,-4.0,2.12
290,-6.0,1.83
290,-8.0,1.41
290,-8.25,1.35
290,-8.5,1.28
290,-8.75,1.21
290,-9.0,1.14
290,-9.25,1.07
290,-9.5,1.0
290,-9.75,0.92
290,-10.0,0.83
290,-10.25,0.74
290,-10.5,0.66
290,-10.75,0.57
290,-11.0,0.47
290,-11.25,0.36
290,-11.5,0.24
280,-11.5,0.45
280,-11.25,0.57
280,-11.0,0.6
280,-10.75,0.7
280,-10.5,0.86
280,-10.25,0.94
280,-10.0,1.02
280,-9.75,1.1
280,-9.5,1.18
280,-9.25,1.24
280,-9.0,1.3
280,-8.75,1.37
280,-8.5,1.43
280,-8.25,1.49
280,-8.0,1.54
280,-6.0,1.89
280,-4.0,2.11
280,-2.0,2.23
280,0.0,2.24
280,2.0,2.16
280,4.0,1.99
280,6.0,1.76
280,8.0,1.44
280,10.0,1.08
280,12.0,0.65
270,12.0,-0.11
270,10.0,0.44
270,8.0,0.93
270,6.0,1.35
270,4.0,1.69
270,2.0,1.95
270,0.0,2.11
270,-2.0,2.16
270,-4.0,2.11
270,-6.0,1.93
270,-8.0,1.62
270,-8.25,1.57
270,-8.5,1.51
270,-8.75,1.45
270,-9.0,1.39
270,-9.25,1.33
270,-9.5,1.27
270,-9.75,1.19
270,-10.0,1.11
270,-10.25,1.03
270,-10.5,0.95
270,-10.75,0.86
270,-11.0,0.76
270,-11.25,0.65
270,-11.5,0.52
260,-11.5,0.52
260,-11.25,0.65
260,-11.0,0.78
260,-10.75,0.89
260,-10.5,0.98
260,-10.25,1.06
260,-10.0,1.15
260,-9.75,1.23
260,-9.5,1.31
260,-9.25,1.38
260,-9.0,1.44
260,-8.75,1.5
260,-8.5,1.56
260,-8.25,1.62
260,-8.0,1.67
260,-6.0,1.98
260,-4.0,2.13
260,-2.0,2.14
260,0.0,2.03
260,2.0,1.8
260,4.0,1.46
260,6.0,1.01
260,8.0,0.48
260,10.0,0.13
260,12.0,0.82
255,12.0,1.16
255,10.0,0.4
255,8.0,0.28
255,6.0,0.87
255,4.0,1.37
255,2.0,1.75
255,0.0,2.02
255,-2.0,2.16
255,-4.0,2.16
255,-6.0,2.02
255,-8.0,1.71
255,-8.25,1.66
255,-8.5,1.59
255,-8.75,1.53
255,-9.0,1.47
255,-9.25,1.41
255,-9.5,1.34
255,-9.75,1.25
255,-10.0,1.16
255,-10.25,1.07
255,-10.5,0.99
255,-10.75,0.9
255,-11.0,0.77
255,-11.25,0.64
250,-11.25,0.6
250,-11.0,0.74
250,-10.75,0.87
250,-10.5,0.97
250,-10.25,1.06
250,-10.0,1.15
250,-9.75,1.25
250,-9.5,1.34
250,-9.25,1.41
250,-9.0,1.47
250,-8.75,1.54
250,-8.5,1.6
250,-8.25,1.67
250,-8.0,1.72
250,-6.0,2.05
250,-4.0,2.19
250,-2.0,2.17
250,0.0,2.02
250,2.0,1.72
250,4.0,1.29
250,6.0,0.75
250,8.0,0.1
250,10.0,-0.64
250,12.0,-1.48
245,12.0,-1.78
245,10.0,-0.87
245,8.0,-0.06
245,6.0,0.65
245,4.0,1.24
245,2.0,1.7
245,0.0,2.02
245,-2.0,2.19
245,-4.0,2.21
245,-6.0,2.07
245,-8.0,1.73
245,-8.25,1.67
245,-8.5,1.6
245,-8.75,1.53
245,-9.0,1.47
245,-9.25,1.4
245,-9.5,1.32
245,-9.75,1.22
245,-10.0,1.12
245,-10.25,1.02
245,-10.5,0.93
245,-10.75,0.83
245,-11.0,0.69
245,-11.25,0.53
